"timedate","TiE","TiW","Ta","Gv","PhE","PhW"
1983-10-14 01:20:00,28.8108,31.153,12.0051,-8e-04,1.5,0
1983-10-14 01:30:00,28.8913,31.0364,12.0251,-7e-04,1.5,0
1983-10-14 01:40:00,28.9084,30.9806,12.0698,-7e-04,1.5,0
1983-10-14 01:50:00,28.9694,30.8979,12.132,-8e-04,1.5,0
1983-10-14 02:00:00,28.9865,30.8323,12.1849,-8e-04,1.5,0
1983-10-14 02:10:00,29.0182,30.7205,12.2615,-7e-04,1.5,0
1983-10-14 02:20:00,29.0377,30.6816,12.3352,-7e-04,1.5,0
1983-10-14 02:30:00,29.0743,30.5989,12.3403,-6e-04,1.5,0
1983-10-14 02:40:00,29.1109,30.5405,12.456,-4e-04,1.5,0
1983-10-14 02:50:00,29.1207,30.4676,12.5773,-4e-04,1.5,0
1983-10-14 03:00:00,29.1719,30.4311,12.6638,-3e-04,1.5,0
1983-10-14 03:10:00,29.1865,30.3605,12.7056,-2e-04,1.5,0
1983-10-14 03:20:00,29.2109,30.3143,12.8658,1e-04,1.5,0
1983-10-14 03:30:00,29.2158,30.2292,13.1034,1e-04,1.5,0
1983-10-14 03:40:00,29.2328,30.3459,13.2611,0,1.5,1.5
1983-10-14 03:50:00,29.2694,30.65,13.3627,-1e-04,1.5,1.5
1983-10-14 04:00:00,29.3035,30.7813,13.3836,-3e-04,1.5,1.5
1983-10-14 04:10:00,29.1694,30.9028,13.3458,-3e-04,0,1.5
1983-10-14 04:20:00,29.0719,31,13.246,-6e-04,0,1.5
1983-10-14 04:30:00,28.945,31.0996,13.2259,-5e-04,0,1.5
1983-10-14 04:40:00,28.884,31.2016,13.1591,-5e-04,0,1.5
1983-10-14 04:50:00,28.8425,31.2745,13.1654,-5e-04,0,1.5
1983-10-14 05:00:00,28.8011,31.3303,13.061,-6e-04,0,1.5
1983-10-14 05:10:00,28.9182,31.3983,13.0007,-7e-04,1.5,1.5
1983-10-14 05:20:00,29.0597,31.4566,13.0199,-6e-04,1.5,1.5
1983-10-14 05:30:00,29.1475,31.493,13.0398,2e-04,1.5,1.5
1983-10-14 05:40:00,29.1548,31.3231,12.975,0.002,1.5,0
1983-10-14 05:50:00,29.1938,31.068,12.8732,0.0041,1.5,0
1983-10-14 06:00:00,29.2304,30.8906,13.0332,0.0052,1.5,0
1983-10-14 06:10:00,29.2548,30.7715,13.1915,0.0055,1.5,0
1983-10-14 06:20:00,29.2987,30.6792,13.0169,0.0103,1.5,0
1983-10-14 06:30:00,29.3572,30.6111,12.8591,0.0132,1.5,0
1983-10-14 06:40:00,29.3718,30.543,12.7579,0.0229,1.5,0
1983-10-14 06:50:00,29.4132,30.4919,12.5584,0.0276,1.5,0
1983-10-14 07:00:00,29.4571,30.4189,12.4923,0.0321,1.5,0
1983-10-14 07:10:00,29.3328,30.4189,12.4188,0.0357,0,0
1983-10-14 07:20:00,29.2304,30.3922,12.4392,0.148,0,0
1983-10-14 07:30:00,29.2182,30.3873,12.4385,0.2109,0,0
1983-10-14 07:40:00,29.2523,30.4554,12.5607,0.3095,0,0
1983-10-14 07:50:00,29.2865,30.5138,12.7994,0.3572,0,0
1983-10-14 08:00:00,29.2572,30.6232,13.3139,0.4201,0,0
1983-10-14 08:10:00,29.4401,30.5624,13.4477,0.1746,1.5,0
1983-10-14 08:20:00,29.6301,30.6038,13.2824,0.3935,1.5,0
1983-10-14 08:30:00,29.7934,30.7083,13.34,0.4471,1.5,0
1983-10-14 08:40:00,29.9078,30.8396,13.4264,0.471,1.5,0
1983-10-14 08:50:00,30.015,30.9149,13.5994,0.4508,1.5,0
1983-10-14 09:00:00,30.1075,30.9684,13.6894,0.3748,1.5,0
1983-10-14 09:10:00,30.0125,30.9635,13.94,0.3199,0,0
